0.119265 -0.526853
2.077849 -8.333906
11.640499 -42.615528
39.967068 -134.038620
104.752037 -322.666077
231.364075 -655.880432
453.985504 -1186.307129
816.751953 -1969.738403
1374.891724 -3063.056152
2195.865479 -4522.156250
3360.505859 -6399.871582
4964.156250 -8743.895508
7117.812012 -11594.706055
9949.257812 -14983.487305
13604.208984 -18930.056641
18247.449219 -23440.783203
24063.974609 -28506.517578
31260.125000 -34100.507812
40064.730469 -40176.335938
50730.250000 -46665.820312
63533.910156 -53476.957031
78778.835938 -60491.843750
96795.218750 -67564.585938
117941.406250 -74519.242188
142605.093750 -81147.734375
171204.437500 -87207.765625
204189.203125 -92420.765625
242041.875000 -96469.796875
285278.843750 -98997.468750
334451.531250 -99603.890625
390147.500000 -97844.570312
452991.593750 -93228.359375
523647.187500 -85215.343750
602817.125000 -73214.804688
691245.062500 -56583.113281
789716.437500 -34621.671875
899059.687500 -6574.828613
1020147.562500 28372.199219
1153897.875000 71095.390625
1301274.875000 122534.023438
1463290.500000 183692.703125
1641005.375000 255643.500000
1835529.750000 339527.968750
2048025.250000 436559.312500
2279705.000000 548024.250000
2531836.250000 675285.437500
2805739.500000 819783.250000
3102792.000000 983037.875000
3424427.000000 1166651.625000
3772135.500000 1372310.750000
4147467.750000 1601787.625000
4552033.500000 1856943.000000
1.445072 -0.723171
41.012249 -7.095083
324.547028 -1.399612
1414.963379 119.578346
4424.850098 612.913940
11209.049805 1957.889038
24557.232422 4924.338379
48386.480469 10640.997070
87933.843750 20663.845703
149948.953125 37044.453125
242886.609375 62398.343750
377099.218750 99973.296875
565029.562500 153717.765625
821403.312500 228349.140625
1163421.750000 329422.187500
1610953.375000 463397.250000
2186728.750000 637708.812500
2916530.000000 860833.625000
3829386.000000 1142359.250000
4957764.500000 1493052.250000
6337761.500000 1924926.250000
8009301.000000 2451311.500000
10016318.000000 3086921.500000
12406960.000000 3847922.750000
15233774.000000 4752002.000000
18553900.000000 5818435.000000
22429270.000000 7068157.000000
26926784.000000 8523826.000000
32118522.000000 10209896.000000
38081928.000000 12152684.000000
44900000.000000 14380435.000000
52661484.000000 16923398.000000
61461072.000000 19813884.000000
71399592.000000 23086346.000000
0.798102 1.674281
20.205971 36.337193
149.576370 239.207275
628.375244 931.525146
1919.896973 2701.110840
4786.972656 6482.938477
10367.678711 13639.709961
20251.046875 26042.429688
36552.769531 46150.980469
61990.917969 77094.695312
99961.625000 122752.921875
154614.828125 187835.640625
230929.937500 277963.937500
334791.625000 399750.718750
473065.500000 560881.187500
653673.500000 770193.437500
885670.437500 1037759.125000
1179318.750000 1374963.750000
1546164.500000 1794587.500000
1999113.750000 2310886.000000
2552507.250000 2939669.750000
3222197.000000 3698387.500000
4025621.000000 4606203.000000
4981880.500000 5684078.000000
6111813.000000 6954853.000000
7438072.000000 8443326.000000
8985200.000000 10176336.000000
10779702.000000 12182840.000000
12850126.000000 14493994.000000
15227138.000000 17143240.000000
17943594.000000 20166378.000000
21034616.000000 23601650.000000
24537676.000000 27489820.000000
28492658.000000 31874260.000000
1.445072 -0.723171
41.012249 -7.095083
324.547028 -1.399612
1414.963379 119.578346
4424.850098 612.913940
11209.049805 1957.889038
24557.232422 4924.338379
48386.480469 10640.997070
87933.843750 20663.845703
149948.953125 37044.453125
242886.609375 62398.343750
377099.218750 99973.296875
565029.562500 153717.765625
821403.312500 228349.140625
1163421.750000 329422.187500
1610953.375000 463397.250000
2186728.750000 637708.812500
2916530.000000 860833.625000
3829386.000000 1142359.250000
4957764.500000 1493052.250000
6337761.500000 1924926.250000
8009301.000000 2451311.500000
10016318.000000 3086921.500000
12406960.000000 3847922.750000
15233774.000000 4752002.000000
18553900.000000 5818435.000000
22429270.000000 7068157.000000
26926784.000000 8523826.000000
32118522.000000 10209896.000000
38081928.000000 12152684.000000
44900000.000000 14380435.000000
52661484.000000 16923398.000000
61461072.000000 19813884.000000
71399592.000000 23086346.000000
0.798102 1.674281
20.205971 36.337193
149.576370 239.207275
628.375244 931.525146
1919.896973 2701.110840
4786.972656 6482.938477
10367.678711 13639.709961
20251.046875 26042.429688
36552.769531 46150.980469
61990.917969 77094.695312
99961.625000 122752.921875
154614.828125 187835.640625
230929.937500 277963.937500
334791.625000 399750.718750
473065.500000 560881.187500
653673.500000 770193.437500
885670.437500 1037759.125000
1179318.750000 1374963.750000
1546164.500000 1794587.500000
1999113.750000 2310886.000000
2552507.250000 2939669.750000
3222197.000000 3698387.500000
4025621.000000 4606203.000000
4981880.500000 5684078.000000
6111813.000000 6954853.000000
7438072.000000 8443326.000000
8985200.000000 10176336.000000
10779702.000000 12182840.000000
12850126.000000 14493994.000000
15227138.000000 17143240.000000
17943594.000000 20166378.000000
21034616.000000 23601650.000000
24537676.000000 27489820.000000
28492658.000000 31874260.000000
1.445072 -0.723171
41.012249 -7.095083
324.547028 -1.399612
1414.963379 119.578346
4424.850098 612.913940
11209.049805 1957.889038
24557.232422 4924.338379
48386.480469 10640.997070
87933.843750 20663.845703
149948.953125 37044.453125
242886.609375 62398.343750
377099.218750 99973.296875
565029.562500 153717.765625
821403.312500 228349.140625
1163421.750000 329422.187500
1610953.375000 463397.250000
2186728.750000 637708.812500
2916530.000000 860833.625000
3829386.000000 1142359.250000
4957764.500000 1493052.250000
6337761.500000 1924926.250000
8009301.000000 2451311.500000
10016318.000000 3086921.500000
12406960.000000 3847922.750000
15233774.000000 4752002.000000
18553900.000000 5818435.000000
22429270.000000 7068157.000000
26926784.000000 8523826.000000
32118522.000000 10209896.000000
38081928.000000 12152684.000000
44900000.000000 14380435.000000
52661484.000000 16923398.000000
61461072.000000 19813884.000000
71399592.000000 23086346.000000
0.798102 1.674281
20.205971 36.337193
149.576370 239.207275
628.375244 931.525146
1919.896973 2701.110840
4786.972656 6482.938477
10367.678711 13639.709961
20251.046875 26042.429688
36552.769531 46150.980469
61990.917969 77094.695312
99961.625000 122752.921875
154614.828125 187835.640625
230929.937500 277963.937500
334791.625000 399750.718750
473065.500000 560881.187500
653673.500000 770193.437500
885670.437500 1037759.125000
1179318.750000 1374963.750000
1546164.500000 1794587.500000
1999113.750000 2310886.000000
2552507.250000 2939669.750000
3222197.000000 3698387.500000
4025621.000000 4606203.000000
4981880.500000 5684078.000000
6111813.000000 6954853.000000
7438072.000000 8443326.000000
8985200.000000 10176336.000000
10779702.000000 12182840.000000
12850126.000000 14493994.000000
15227138.000000 17143240.000000
17943594.000000 20166378.000000
21034616.000000 23601650.000000
24537676.000000 27489820.000000
28492658.000000 31874260.000000
1.445072 -0.723171
41.012249 -7.095083
324.547028 -1.399612
1414.963379 119.578346
4424.850098 612.913940
11209.049805 1957.889038
24557.232422 4924.338379
48386.480469 10640.997070
87933.843750 20663.845703
149948.953125 37044.453125
242886.609375 62398.343750
377099.218750 99973.296875
565029.562500 153717.765625
821403.312500 228349.140625
1163421.750000 329422.187500
1610953.375000 463397.250000
2186728.750000 637708.812500
2916530.000000 860833.625000
3829386.000000 1142359.250000
4957764.500000 1493052.250000
6337761.500000 1924926.250000
8009301.000000 2451311.500000
10016318.000000 3086921.500000
12406960.000000 3847922.750000
15233774.000000 4752002.000000
18553900.000000 5818435.000000
22429270.000000 7068157.000000
26926784.000000 8523826.000000
32118522.000000 10209896.000000
38081928.000000 12152684.000000
44900000.000000 14380435.000000
52661484.000000 16923398.000000
61461072.000000 19813884.000000
71399592.000000 23086346.000000
0.798102 1.674281
20.205971 36.337193
149.576370 239.207275
628.375244 931.525146
1919.896973 2701.110840
4786.972656 6482.938477
10367.678711 13639.709961
20251.046875 26042.429688
36552.769531 46150.980469
61990.917969 77094.695312
99961.625000 122752.921875
154614.828125 187835.640625
230929.937500 277963.937500
334791.625000 399750.718750
473065.500000 560881.187500
653673.500000 770193.437500
885670.437500 1037759.125000
1179318.750000 1374963.750000
1546164.500000 1794587.500000
1999113.750000 2310886.000000
2552507.250000 2939669.750000
3222197.000000 3698387.500000
4025621.000000 4606203.000000
4981880.500000 5684078.000000
6111813.000000 6954853.000000
7438072.000000 8443326.000000
8985200.000000 10176336.000000
10779702.000000 12182840.000000
12850126.000000 14493994.000000
15227138.000000 17143240.000000
17943594.000000 20166378.000000
21034616.000000 23601650.000000
24537676.000000 27489820.000000
28492658.000000 31874260.000000
0.520235 -0.231240
22.126427 -53.130554
201.883102 -517.379761
936.552979 -2428.602783
3030.779053 -7878.920898
7845.180176 -20396.537109
17444.447266 -45325.324219
34745.437500 -90204.406250
63665.265625 -165147.750000
109269.421875 -283223.718750
177919.828125 -460834.750000
277422.968750 -718096.750000
417177.968750 -1079219.000000
