608324.687500 -1572883.375000
863891.875000 -2232624.000000
1198945.125000 -3097207.500000
1630735.000000 -4211011.000000
2178845.500000 -5624404.000000
2865341.500000 -7394125.500000
3714917.250000 -9583666.000000
4755045.000000 -12263644.000000
6016121.000000 -15512190.000000
7531617.000000 -19415320.000000
9338225.000000 -24067324.000000
11476007.000000 -29571134.000000
13988545.000000 -36038716.000000
16923082.000000 -43591436.000000
20330682.000000 -52360452.000000
24266366.000000 -62487088.000000
28789264.000000 -74123216.000000
33962772.000000 -87431632.000000
39854684.000000 -102586432.000000
46537352.000000 -119773408.000000
54087832.000000 -139190400.000000
62588032.000000 -161047712.000000
72124848.000000 -185568464.000000
82790344.000000 -212988960.000000
94681856.000000 -243559120.000000
107902176.000000 -277542816.000000
122559688.000000 -315218240.000000
138768512.000000 -356878304.000000
156648640.000000 -402831072.000000
176326144.000000 -453400064.000000
197933216.000000 -508924640.000000
221608448.000000 -569760384.000000
247496864.000000 -636279552.000000
275750112.000000 -708871360.000000
306526656.000000 -787942464.000000
339991872.000000 -873917184.000000
376318176.000000 -967238016.000000
415685216.000000 -1068366016.000000
458280064.000000 -1177781120.000000
504297216.000000 -1295982464.000000
553938880.000000 -1423488896.000000
607415168.000000 -1560839424.000000
664943936.000000 -1708593152.000000
726751296.000000 -1867330432.000000
793071680.000000 -2037652352.000000
864147776.000000 -2220181760.000000
940230912.000000 -2415563264.000000
1021581056.000000 -2624464384.000000
1108467072.000000 -2847574528.000000
1201166848.000000 -3085606656.000000
1299967360.000000 -3339297024.000000
1405164928.000000 -3609405696.000000
1517065344.000000 -3896717056.000000
1635983744.000000 -4202040320.000000
1762245248.000000 -4526209024.000000
1896184960.000000 -4870082048.000000
2038147712.000000 -5234545152.000000
2188488704.000000 -5620509184.000000
2347573504.000000 -6028911616.000000
2515778048.000000 -6460716544.000000
2693488896.000000 -6916916224.000000
2881103360.000000 -7398529536.000000
3079029760.000000 -7906604544.000000
3287687424.000000 -8442215936.000000
3507507200.000000 -9006469120.000000
3738930944.000000 -9600496640.000000
3982412032.000000 -10225462272.000000
4238415360.000000 -10882560000.000000
4507418112.000000 -11573011456.000000
4789909504.000000 -12298072064.000000
5086390272.000000 -13059025920.000000
5397373440.000000 -13857188864.000000
5723384832.000000 -14693911552.000000
6064963072.000000 -15570572288.000000
6422658560.000000 -16488585216.000000
6797035008.000000 -17449394176.000000
7188669440.000000 -18454482944.000000
7598151680.000000 -19505358848.000000
8026085376.000000 -20603574272.000000
8473086464.000000 -21750706176.000000
8939785216.000000 -22948374528.000000
9426826240.000000 -24198230016.000000
9934867456.000000 -25501956096.000000
10464579584.000000 -26861281280.000000
11016649728.000000 -28277962752.000000
11591778304.000000 -29753796608.000000
12190679040.000000 -31290615808.000000
12814082048.000000 -32890292224.000000
13462732800.000000 -34554736640.000000
14137389056.000000 -36285890560.000000
14838824960.000000 -38085742592.000000
15567831040.000000 -39956316160.000000
16325211136.000000 -41899679744.000000
17111786496.000000 -43917934592.000000
17928392704.000000 -46013222912.000000
18775881728.000000 -48187727872.000000
19655120896.000000 -50443681792.000000
20566994944.000000 -52783341568.000000
21512402944.000000 -55209025536.000000
22492260352.000000 -57723080704.000000
23507505152.000000 -60327895040.000000
24559081472.000000 -63025909760.000000
25647960064.000000 -65819598848.000000
26775121920.000000 -68711493632.000000
27941568512.000000 -71704150016.000000
29148317696.000000 -74800185344.000000
30396405760.000000 -78002249728.000000
31686887424.000000 -81313054720.000000
33020829696.000000 -84735336448.000000
34399322112.000000 -88271880192.000000
